50000001059,연제공용버스차고지,13179,35.185242801959,129.053172157282
50000002492,초읍고개,13183,35.18547513335,129.054089015583
21130521003,개인택시조합,13132,35.18678578854,129.05571054097
21130521007,부산의료원,13123,35.188256738213,129.060579229391
21130521008,삼정그린아파트,13029,35.189482876927,129.063025732741
50000001064,사직실내수영장,13170,35.192113570741,129.063543262309
50000001062,아시아드주경기장,13172,35.191465265851,129.060337883924
50000001060,사직119안전센터,13174,35.19471672243,129.058850156168
21060591019,사직여중,06103,35.194977379716,129.056374357078
21060591001,사직여고,06105,35.197242021943,129.053621807891
21060591005,사직중학교,06106,35.199429174023,129.054310372464
21060591006,사직초등학교,06107,35.200587898158,129.055827296496
21060591007,사직2동주민센터,06108,35.200287758121,129.056912863522
21060591008,삼익아파트,06111,35.199657055987,129.058832703751
21060591009,국민시장,06112,35.198884888999,129.059971803455
21060591017,사직야구장,06125,35.196239308941,129.060744576656
21060581001,사직운동장,06129,35.196400748338,129.06518480316
21060601004,여명중학교,06133,35.195897301409,129.069992973789
21130511001,대선주조,13001,35.196449254685,129.072659241652
21130511002,화신아파트,13002,35.198214558335,129.075053531512
50000002604,교대역,13701,35.196625614063,129.079633459746
50000002605,동해선교대역,13713,35.194230066614,129.079544937634
21130511016,거제1치안센터,13011,35.191281127267,129.077550653775
21130511003,법원검찰청.거제역,13137,35.189662304326,129.075027454612
21130531003,경남아파트,13026,35.18679450414,129.071990901389
21130531009,동해선거제해맞이역,13031,35.181774912882,129.069405038324
21050561013,유림아시아드아파트.거제초교,13035,35.176522497725,129.067405725946
21050561001,하마정,05027,35.174472576342,129.067289111146
21050561009,양정대원칸타빌,05026,35.171446059114,129.067175164405
50000002618,송상현광장,05705,35.166393363935,129.065460997787
50000002620,부전역,05707,35.163043392062,129.063208956249
50000002621,부전시장,05709,35.160403115528,129.0610847481
50000002623,서면역.서면지하상가,05711,35.155945959935,129.059019125177
50000002626,서면한전,05713,35.153215114712,129.059038073747
50000002989,범내골역,05715,35.148712562662,129.059111123451
50000002991,중앙시장,05717,35.143619608649,129.059191258254
21030661002,범일동국민은행,03146,35.138925949637,129.06087836314
21070681004,문현교차로,07048,35.137088489499,129.071457810239
21070681010,문현3동행정복지센터,07039,35.138853057663,129.071240596308
21070681005,문현삼거리,07038,35.141673658459,129.073051163716
21070681007,현대주유소,07030,35.143311905563,129.076011583458
21070561001,대연SK뷰아파트,07028,35.141372903273,129.078727880212
21070561006,연포초등학교,07026,35.138156812113,129.083107757798
21070561007,세연고등학교,07024,35.137998947968,129.086698932201
21070551002,대연교회,07022,35.138047198043,129.090768226913
21070551007,대연초등학교,07021,35.136521768742,129.091464296097
21070511003,대연역,07015,35.135325451665,129.094868447501
21070531028,경성대학교입구,07010,35.136376810766,129.100369052191
21070531016,부경대대연캠퍼스,07012,35.132345148967,129.101058627465
21070531015,대천중학교,07124,35.128084919319,129.102708460219
21070531020,한국산업인력공단남부지사,07121,35.127141496307,129.10151713247
21070611006,동명대학교정문,07119,35.122752882221,129.099067363528
21070611004,동명대학교후문,07112,35.120581270385,129.098013665006
21070611008,부경대용당캠퍼스,07114,35.117963068755,129.095761818718
21070611001,용당동,07193,35.115655519367,129.094878608097
50000000712,신선대부두입구,07203,35.113805024059,129.095492854346
50000000713,현대오일뱅크,07204,35.110533914445,129.087918860397
50000002857,감만현대아파트사거리,,35.110645829351,129.083710531375
50000000714,현대오일뱅크,07205,35.110297826256,129.088022501798
21070611025,신선대CNG충전소,07192,35.113708105011,129.095890201569
21070611002,용당동,07194,35.115713623994,129.095220511646
21070611013,부경대용당캠퍼스,07115,35.118279278256,129.096466305481
21070611003,동명대학교후문,07113,35.120201001975,129.098113667894
21070611005,동명대학교정문,07120,35.122598472491,129.099397934425
21070531017,한국산업인력공단남부지사,07122,35.127116367258,129.101927795012
21070531018,대천중학교,07123,35.127961197069,129.103163705573
21070531022,도로교통공단,07126,35.130938439267,129.103184037214
21070531023,부경대대연캠퍼스,07011,35.132876888135,129.101280387697
21070531026,경성대학교입구,07009,35.136423361661,129.100704392861
21070531025,경성대학교,07013,35.136544138545,129.097944022713
21070551005,대연사거리(대연역),07018,35.135320515145,129.09340692071
21070551004,대연초등학교,07020,35.136184208822,129.091824820881
21070551001,대연교회,07023,35.138179703823,129.090197523743
21070561002,세연고등학교,07025,35.138170832981,129.086095409184
21070561005,연포초등학교,07027,35.138553019609,129.081488126508
21070661005,대연SK뷰아파트,07029,35.141462863868,129.078955868146
50000002160,현대주유소,07217,35.143517127984,129.076018308132
50000002161,문현삼거리,07218,35.141604066176,129.072749778845
21070681006,문현3동행정복지센터,07040,35.138988259236,129.070975240983
21070681003,문현교차로,07046,35.137137479454,129.070129356761
21030661016,자성대,03143,35.137370741554,129.062420201247
50000002992,범일역,03702,35.138734451885,129.059506984816
50000002990,중앙시장,05716,35.143259622744,129.059429022114
21050771010,범내골역.상공회의소,05223,35.147769329636,129.061024703109
21050621003,지오플레이스,05238,35.149194041756,129.063213980002
50000000663,경남공고,05349,35.151938995392,129.062404575623
21050601003,부전도서관,05281,35.154995463409,129.06243608168
21050611005,전포초등학교,05251,35.159993476823,129.062427569732
50000002619,송상현광장,05706,35.165927301529,129.065312032378
21050561011,양정대원칸타빌,05023,35.17064857333,129.067527334317
21130531002,하마정,13037,35.176745409978,129.068099634327
